
************************************************************
01月01日

1085年1月1日 《资治通鉴》编成
1980年5月25日 人民日报社迁址
1984年5月25日 邓小平强调中国有权在港驻军
1986年5月25日 美国举行人链募捐活动
1988年5月25日 苏联公布侵阿苏军伤亡人数
1997年5月25日 国际命名“杨振宁星”
1997年5月25日 禁止化学武器组织正式成立
1997年5月25日 著名历史学家罗尔纲逝世
1998年5月25日 狮身人面像历时１０年修复全面竣工
2000年5月25日 秦昌典王式惠因严重失职渎职被开除党籍
2002年5月25日 台湾在澎湖附近海域发生空难   死亡225人
1948年5月25日 董存瑞牺牲

************************************************************
05月26日

1840年5月26日 林则徐反对闭关锁国
1900年5月26日 莫高窟“藏经洞”被发现
1907年5月26日 美国影星约翰・韦恩出生
1914年5月26日 新闻工作者雅各布・里斯逝世
1933年5月26日 察哈尔民众抗日同盟军成立
1938年5月26日 抗日战争研究会召开　毛泽东作《论持久战》演讲
1946年5月26日 普密蓬继承泰国王位
1952年5月26日 波恩条约签订
1956年5月26日 北京至拉萨航线试航成功
1972年5月26日 美苏限制战略核武器协定签署
1955年5月26日 苏南关系实现正常化
1976年5月26日 德国哲学家海德格尔逝世
1981年5月26日 意大利内阁因马索尼克丑闻下台
1987年5月26日 全国整党工作总结会议举行
1979年5月26日 霍梅尼谴责美国试图谋害待从军官
1948年5月26日 毛泽东等到达西柏坡
1981年5月26日 美国尼米兹号航空母舰遭重创

************************************************************
05月27日

1871年5月27日 贝尔――拉雪兹公墓战斗
1891年5月27日 刘半农诞生
1897年5月27日 英国物理学家约翰・科克罗夫出生
1903年5月27日 上海《苏报》发表章炳麟介绍邹容所著《革命军》文章
1905年5月27日 私立复旦公学成立
1919年5月27日 水上飞机首次横渡大西洋成功
1931年5月27日 皮卡尔教授乘气球飞行到同温层
1840年5月27日 帕格尼尼逝世
1942年5月27日 陈独秀病逝
1953年5月27日 中央同意《资本主义工业的公私关系问题》报告
1964年5月27日 印度首任总理尼赫鲁逝世
1970年5月27日 班达拉奈克夫人当选为斯里兰卡总理
1975年5月27日 女性首次从北坡登上珠穆朗玛峰
1983年5月27日 我国首批博士诞生
1985年5月27日 孟加拉 1万人在风暴中失踪
1985年5月27日 《中英关于香港问题联合声明》宣告生效
1985年5月27日 中共中央决定改革教育体制
1987年5月27日 循私舞弊的原江西省长倪献策被绳之以法
1994年5月27日 新的上海大学正式成立
1996年5月27日 我国最大海上油田全面投产
1997年5月27日 京剧艺术大师张君秋逝世
1997年5月27日 俄罗斯与北约关系文件在巴黎签署
1998年5月27日 著名书法大师舒同同志逝世
1976年5月27日 毛泽东会见布托
1878年5月27日 美国著名舞蹈家邓肯诞辰
1931年5月27日 国民党反蒋派另立国民政府
1907年5月27日 黄冈起义失败

************************************************************
05月28日

1858年5月28日 《瑷珲条约》签订
1871年5月28日 巴黎公社委员瓦尔兰就义
1902年5月28日 爱迪生发明电池
1928年5月28日 克莱斯勒公司与道奇公司合并
1937年5月28日 张伯伦出任英国首相
1937年5月28日 国民党中央考察团考察陕北
1940年5月28日 比利时向纳粹投降
1964年5月28日 巴勒斯坦解放组织成立
1966年5月28日 中共中央文化革命小组成立
1971年5月28日 我国与奥地利建交
1972年5月28日 不爱江山爱美人的温莎公爵去世
1976年5月28日 美苏和平利用地下核爆炸条约签订
1994年5月28日 剧作家陈白尘逝世
1997年5月28日 美国商人琳达・芬奇驾机成功绕地球飞行
1987年5月28日 西德青年鲁斯特驾机降落红场

************************************************************
05月29日

1382年5月29日 朱元璋设立锦衣卫
1453年5月29日 东罗马帝国灭亡
1830年5月29日 巴黎公社的女英雄米歇尔诞辰
1904年5月29日 中国红十字会成立
1934年5月29日 美国放弃在古巴的权利
1953年5月29日 人类首次登上珠峰
1960年5月29日 林伯渠病逝
1981年5月29日 宋庆龄逝世
1991年5月29日 拉奥就任印度国大党主席
1993年5月29日 第四届亚太红会大会闭幕　３１国代表签署《北京宣言》
1997年5月29日 蒙博托掌权３２年巧取豪夺终被赶下台
1917年5月29日 美国第３５任总统肯尼迪诞辰
1985年5月29日 英国球迷在布鲁塞尔闹事酿成惨剧

************************************************************
05月30日

1431年5月30日 贞德被烧死
1778年5月30日 法国启蒙运动的先驱伏尔泰逝世
1918年5月30日 俄国马克思主义奠基人普列汉诺夫逝世
1939年5月30日 陈云提出共产党员的六条标准
1814年5月30日 巴枯宁诞辰
1952年5月30日 在“三反”运动的基础上进行整党建党工作
1956年5月30日 我国与埃及建交
1961年5月30日 多米尼加独裁者特鲁希略遇刺身亡
1968年5月30日 抗议者使法国瘫痪
1902年5月30日 台湾林氏家族殉难
1981年5月30日 孟加拉国粉碎军事政变
1988年5月30日 中央决定创办《求是》杂志
1925年5月30日 “五卅”运动爆发

************************************************************
05月31日

1707年5月31日 匈牙利民族英雄拉科齐・费伦茨当选国家元首
1906年5月31日 罗瑞卿大将诞辰
1810年5月31日 美国诗人惠特曼诞辰
1912年5月31日 吴健雄诞辰
1916年5月31日 日德兰半岛之战
1924年5月31日 中国和苏联签订《中俄解决悬案大纲协定》
1931年5月31日 我国第一辆国产汽车诞生
1942年5月31日 杀人恶魔海德里希的下场
1960年5月31日 中蒙签订友好互助条约
1962年5月31日 海外关系问题的提法有害无益
1969年5月31日 打响武昌起义第一枪的熊秉坤去世
1974年5月31日 我国与马来西亚建交
1980年5月31日 邓小平肯定安徽农村改革
1982年5月31日 杨联康徒步考察黄河
1936年5月31日 全国各界救国联合会成立
1942年5月31日 苏军发动反击战，双方血染战场
1933年5月31日 中国代表被迫签订《塘沽协定》

************************************************************
06月01日

1524年6月1日 德国农民战争爆发
1804年6月1日 俄国著名作曲家格林卡诞辰
1859年6月1日 美国哲学家杜威诞辰
1864年6月1日 太平天国领袖洪秀全病逝
1898年6月1日 维新派妇女团体创办中国女学会书塾
1904年6月1日 胶济铁路建成通车
1917年6月1日 吴虞呼吁男女平权
1923年6月1日 日兵枪杀长沙市民　酿成“六一惨案”
1926年6月1日 当代著名影星玛丽莲・梦露诞辰
1927年6月1日 日军以保护侨民为由在青岛登陆
1929年6月1日 孙中山灵柩奉安紫金山
1933年6月1日 中共苏区政府尝试解决农民土地问题
1936年6月1日 抗日红军大学成立
1951年6月1日 国际儿童节定名
1943年6月1日 毛泽东致电彭德怀重新估计抗日战争
1952年6月1日 著名教育家约翰・杜威病故
1974年6月1日 英国弗利克斯堡化工厂发生爆炸  28人死亡
1956年6月1日 中国科学院学部成立
1974年6月1日 周恩来住进医院
1987年6月1日 中国儿童电影制片厂成立
1992年6月1日 我国发行三种金属人民币
1997年6月1日 法国立法选举揭晓　若斯潘出任总理
1968年6月1日 美国女作家和教育家海伦・凯勒逝世
2001年6月1日 尼泊尔国王比兰德拉去世

************************************************************
06月02日

1793年6月2日 巴黎人民举行新的起义　法国雅各宾派执政
1840年6月2日 英国著名小说家哈代诞辰
1882年6月2日 意大利民族解放运动著名领袖加里波第病逝
1903年6月2日 作家冯雪峰诞辰
1906年6月2日 我国著名美学家蔡仪诞辰
1907年6月2日 广东惠州七女湖起义
1921年6月2日 清华教授赵元任和杨步伟举行新式结婚
1927年6月2日 国学大师王国维自沉
1942年6月2日 中共中央总学习委员会成立
1942年6月2日 中美签署《中美租借协定》
1949年6月2日 京沪杭战役胜利结束
1953年6月2日 英国女王伊丽莎白二世加冕
1946年6月2日 意大利共和国成立
1963年6月2日 徐廷泽驾机起义光荣归来
1968年6月2日 中央对高校毕业生分配做出新规定
1990年6月2日 我国首次发布《中国环境状况公报》
1997年6月2日 清华大学高等研究中心成立
1998年6月2日 欧洲中央银行正式成立
2000年6月2日 英国多佛港发现58名偷渡客死亡惨案

************************************************************
06月03日

1657年6月3日 近代生理科学的奠基者哈维逝世
1839年6月3日 林则徐在虎门公开销毁鸦片
1896年6月3日 清政府同俄国政府签订《中俄密约》
1920年6月3日 中国万吨轮出口美国
1921年6月3日 共产国际派人来华建议及早建党
1901年6月3日 张学良诞辰
1924年6月3日 小说家卡夫卡去世
1921年6月3日 李大钊、马叙伦等师生请愿遭打
1928年6月3日 黎元洪病逝
1935年6月3日 豪华客轮诺曼底号创造横越大西洋速度纪录
1944年6月3日 自由法国成立临时政府
1946年6月3日 陈公博被处决
1947年6月3日 蒙巴顿方案公布
1953年6月3日 中国佛教协会成立
1975年6月3日 “四人帮”再次受到批评
1989年6月3日 伊朗最高精神领袖霍梅尼病逝
1993年6月3日 西哈努克宣布成立柬民族政府
1994年6月3日 中国工程院产生首批院士
2000年6月3日 杰出的社会活动家安子介在香港逝世

************************************************************
06月04日

1928年6月4日 张作霖命丧皇姑屯
1940年6月4日 敦刻尔克大撤退
1942年6月4日 中途岛海战 日军惨败
1946年6月4日 庇隆当选阿根廷总统
1951年6月4日 台湾实行公地放领
1961年6月4日 被英国侵占的片马归还我国
1985年6月4日 邓小平宣布我国政府裁军１００万
1985年6月4日 全国政社分开建立乡政府的工作结束
1990年6月4日 美国首次实行安乐死

************************************************************
06月05日

1723年6月5日 英国经济学家亚当・斯密诞辰
1901年6月5日 苏加诺诞生
1910年6月5日 短篇小说大师欧・亨利去世
1926年6月5日 叶挺独立团攻克湖南攸县
1929年6月5日 宋子文清理广东财政
1939年6月5日 原中华民国总统徐世昌病逝
1944年6月5日 诺曼底登陆
1947年6月5日 马歇尔计划提出
1964年6月5日 京剧现代戏观摩演出
1967年6月5日 第三次中东战争爆发
1997年6月5日 澳大利亚科学家发明微型诊断仪
2003年6月5日 《纽约时报》执行总编和总编因为假新闻丑闻辞职
1883年6月5日 英国经济学家凯因斯诞辰
1972年6月5日 我国与希腊建交
1941年6月5日 重庆发生防空大隧道惨案
1972年6月5日 世界环境日

************************************************************
06月06日

1799年6月6日 俄国诗人普希金诞辰
1918年6月6日 中国第一家证券交易所开业
1925年6月6日 克莱斯勒汽车公司成立
1933年6月6日 苏区作出扩大红军百万决议
1936年6月6日 张国焘取消“第二中央”
1950年6月6日 毛泽东提出“不要四面出击”方针
1957年6月6日 中共中央发出《关于加紧进行整风的指示》
1961年6月6日 精神病学先驱卡尔・吉斯塔夫・荣格去世
1975年6月6日 非洲、加勒比和太平洋地区国家集团
1976年6月6日 石油大王保罗・盖蒂去世
1979年6月6日 国务院正式承认基诺族为我国单一的少数民族
1981年6月6日 袁隆平荣获我国第一个特等发明奖
1994年6月6日 西北航空公司一客机失事   160人遇难
1916年6月6日 袁世凯死于北京
1950年6月6日 邓小平要求克服西南区党内的不良倾向
1875年6月6日 德国作家托马斯・曼诞辰

************************************************************
